-302.725215537,-105.631130596,-655.673827249,-834.799200384,634.347302253,-270.243317606,-547.368378384,-641.761593611,182.231607444,1693.29392575,0.0
-396.213843316,-116.968227371,-247.018422612,-317.521482524,485.30970836,-355.820773505,-526.980283819,-995.979026564,268.221262306,1850.59466647,0.0
-411.304889125,702.81953055,170.154471995,-227.216094928,-292.163631517,311.94228921,-380.631936554,1765.73661556,-403.542309916,-718.906814946,0.0
-270.715270187,579.238348627,-247.66429118,-158.176604993,1224.82863838,-523.120586466,991.553457902,268.633888207,265.988977503,446.977197541,0.0
-528.68495669,-153.53033684,367.229377644,136.812443369,1110.03045105,-187.603731133,302.166259559,2682.56733414,299.948735084,-356.443845315,0.0
-438.65045261,120.925114691,-280.598865787,-287.090711766,-90.6938347922,268.385138852,228.615287279,-1612.08529479,-337.493347696,39.2826086965,0.0
-450.069060539,-1934.939893,-146.013890122,1187.64874319,22.0649414166,472.547952265,-357.746857743,1212.96647895,-2.15344683465,-607.565627523,0.0
-412.572714538,-2106.8780781,542.941521915,-687.367938447,-367.490777464,-386.092375248,-338.5899628,-416.852329722,-137.777914148,-680.663560135,0.0
-495.170484442,-1906.36742616,-747.766948363,-306.219176465,72.1754431909,-510.559365065,530.582878492,-752.788360097,85.2953319844,-1.11624787579,0.0
-411.912036831,549.26933205,-195.756507893,-595.279065238,-407.016070869,54.0666087052,-632.807558336,771.984218256,63.7753949699,809.791196412,0.0
-488.332913557,-1827.58853246,-1315.05149226,47.9905081309,368.637579672,-23.1561501911,-480.893762937,-103.002014624,8.29428620291,-731.213341449,0.0
-420.176998464,197.370302208,510.172386384,407.008949575,-857.466622216,165.800331043,256.165115068,1450.26488344,334.436655184,2139.58361932,0.0
-373.148844616,-486.70791463,507.501895353,364.080489877,-200.771580326,254.192182163,452.980643963,-287.810244827,503.367613419,-71.8542503201,0.0
-356.253708377,-933.287403558,-75.5618878964,-253.766838896,553.648321714,-107.661733217,-1957.90787214,-655.554000426,-687.016830487,-1261.80610485,0.0
-384.615362771,569.855530453,-1055.06709328,-1342.87035409,1046.97149631,-72.3142493204,-911.679375327,386.404797966,-360.849740833,-1391.06628343,0.0
-374.722060518,-335.212205871,281.033617278,-986.973099994,1433.41908477,-493.107544886,-790.999390283,-238.06751052,430.33660141,394.123814485,0.0
-604.107455316,1020.3080796,-298.337027462,-1832.54733375,715.873346079,-288.678732805,-560.706423593,-479.698437175,235.170941633,1530.98575861,0.0
-156.143320088,-867.396472251,404.528256268,-644.947612117,1037.98567507,-317.886172998,-656.367793207,214.402569277,229.372855609,-13.8940987427,0.0
-325.126012115,657.981688668,-651.243842093,451.438820735,-259.867619169,-225.455598937,695.804841402,1056.18217564,-248.394914063,-2020.71161482,0.0
-350.67480943,-43.0596192671,303.500132676,1264.07747607,-1500.28268677,350.679424228,676.63668741,-409.950937843,809.610352691,1686.55667054,0.0
-321.484218389,-387.285339048,288.115824798,732.397006415,-323.329582015,193.511185537,569.72543108,-62.882220516,677.149211956,1323.34942695,0.0
-547.182395066,1117.40903161,741.40610582,-553.941210488,-284.503899626,-312.998201228,632.928639491,1767.64179967,1135.82371276,1844.51900452,0.0
-389.063668687,-420.956481883,2316.54480508,-962.276856391,43.8508426996,-423.756139091,713.224046518,-656.617874499,-565.544075175,-719.690553898,0.0
-327.630754383,-246.781326901,1499.11490829,536.687560276,444.9887346,73.7217249224,-694.603953718,239.207999677,194.529527035,144.02443335,0.0
-278.523254384,-480.33648919,-604.83843238,206.327927772,327.590492634,-107.054770074,-56.1752356565,92.9858295806,11.6350231675,-205.204140416,0.0
-247.118244305,1788.43660479,-1227.13169552,-543.579527596,82.9550509911,29.9123176773,1664.07402957,-441.982233917,-754.992381385,-966.851078599,0.0
-310.250765724,-1480.5982592,387.884921085,11.4265943063,-1174.92234522,201.139583437,-732.153349434,1941.61598419,214.966927572,79.4347467188,0.0
-229.864047453,371.427575907,-70.466236385,-199.708277478,-810.092483884,349.961184167,-700.426884325,1971.36672548,375.681986488,-164.913064221,0.0
-163.195138717,-20.4378571728,-211.025511721,-312.084558,647.825809412,-369.056837408,-149.84814733,304.731024636,-486.670082456,-433.523892422,0.0
-91.7124977713,138.327506113,680.682930492,-740.164366967,130.643350491,-113.948944162,-38.5319441921,-644.549602734,583.044407647,-366.887381025,0.0
-123.444926658,-710.963879739,112.247096171,1455.51985698,-738.811071771,282.074932546,563.056135242,111.697737006,481.797716107,1097.05241918,0.0
-427.512025477,-529.609225309,429.834364772,847.585663035,-529.740391409,-223.6170935,1056.33929522,606.60985652,-693.216423766,-912.208894627,0.0
